aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
1381,Sr. Fernando Lopes,lorenzo47@example.org,Radiologia,Matriculado,B,Feminino,30.0,1,3695,1,0,Relacionado(a),1,1,História do Teatro,Liam Borges,1.06,8,Ruim,Direção Teatral,Julia Rezende,8.04,8,Regular,Cenografia,Giovanna Lima,6.45,3,Regular,Roteiro Teatral,Laura Nascimento,3.98,12,Ruim,Iluminação Teatral,Sr. Josué Machado,5.5,12,Ruim,0
1382,Joana Casa Grande,marianecassiano@example.net,Gestão Pública,Formado,B,Feminino,45.0,1,5048,0,0,Solteiro(a),2,1,Teoria dos Números,Erick da Rocha,7.74,7,Regular,Cálculo,Vicente Pastor,3.77,3,Ruim,Probabilidade e Estatística,Gustavo Henrique Moura,1.37,6,Ruim,Geometria,Sr. Asafe da Luz,1.53,10,Ruim,Álgebra Linear,Ravy Costela,2.52,5,Ruim,0
1383,Natália Sampaio,machadosarah@example.com,Design Gráfico,Matriculado,C,Feminino,32.0,1,6560,0,1,Solteiro(a),1,4,Gestão de Marketing,Rafael Silva,4.67,12,Ruim,Comportamento do Consumidor,Caleb da Cunha,1.27,15,Ruim,Pesquisa de Mercado,Cauã da Rocha,4.79,11,Ruim,Marketing Digital,Liam Pastor,3.45,15,Ruim,Publicidade,Sra. Maria Luiza Novais,9.36,4,Bom,0
1384,Ana da Mota,daniela30@example.net,Engenharia Mecânica,Matriculado,D,Feminino,20.0,0,3077,0,0,Relacionado(a),1,2,Psicologia da Saúde,Maria Eduarda Ramos,6.72,3,Regular,Cuidado Intensivo,Luiz Gustavo Guerra,0.96,15,Ruim,Enfermagem Geral,Bryan da Conceição,5.14,4,Regular,Anatomia e Fisiologia,Sr. Kaique Abreu,9.59,9,Regular,Saúde Pública,Sra. Marina Fonseca,3.03,14,Ruim,0
1385,Ana Lívia Caldeira,martinsleonardo@example.com,Estatística,Matriculado,C,Feminino,24.0,0,4871,1,0,Solteiro(a),2,2,Sociologia Geral,Luana Azevedo,4.32,9,Ruim,Antropologia,Ana Júlia Lopes,4.81,9,Ruim,Teoria Social,Cecilia Peixoto,8.81,8,Regular,Psicologia Social,João Miguel Nascimento,2.63,1,Ruim,Movimentos Sociais,Dom Fogaça,3.87,0,Ruim,0
1386,João Felipe Barros,qcassiano@example.org,Biblioteconomia,Trancado,B,Outro,37.0,1,4553,0,1,Solteiro(a),2,4,Pesquisa de Mercado,Sr. Fernando da Paz,8.48,0,Excelente,Comportamento do Consumidor,Murilo Ramos,7.89,6,Regular,Gestão de Marketing,Luiz Otávio Vieira,9.08,2,Excelente,Marketing Digital,Raul Ramos,1.08,1,Ruim,Publicidade,Zoe Barbosa,6.82,10,Regular,0
1387,Aurora Abreu,psouza@example.net,Engenharia de Produção,Matriculado,A,Outro,41.0,1,1971,0,0,Solteiro(a),2,4,Gestão de Escritórios,Aurora Duarte,4.56,1,Ruim,Gestão de Pessoas,Pedro Miguel Teixeira,9.38,10,Regular,Atendimento ao Cliente,Alice da Mata,6.51,14,Ruim,Comunicação Empresarial,Milena Câmara,6.9,5,Regular,Administração do Tempo,Elisa Fonseca,4.67,6,Ruim,0
1388,Pedro Henrique Alves,wbarros@example.org,Enfermagem,Trancado,B,Outro,36.0,0,3045,1,1,Solteiro(a),1,4,Psicologia Social,Maria Alice Martins,8.81,2,Excelente,Teoria Social,Joaquim Vasconcelos,9.15,1,Excelente,Movimentos Sociais,Gael Rios,1.79,10,Ruim,Antropologia,João Vitor Silva,8.64,7,Regular,Sociologia Geral,Pedro Henrique Duarte,3.5,9,Ruim,0
1389,Sra. Maya Machado,nunesdiego@example.com,Banco de Dados,Matriculado,A,Masculino,3.0,0,2335,0,0,Relacionado(a),1,4,História da Dança,Maria Laura Silva,5.04,4,Regular,Dança Contemporânea,Diogo Ramos,1.19,10,Ruim,Técnicas de Dança,Esther Cunha,8.19,11,Ruim,Gestão de Eventos de Dança,Ana Carolina Cardoso,5.8,9,Regular,Coreografia,Heloisa Brito,3.5,15,Ruim,0
1390,Benício Brito,aandrade@example.org,Física,Matriculado,C,AVIAO,23.0,0,3936,1,0,Relacionado(a),1,2,Redes de Computadores,Rhavi Nogueira,9.54,8,Regular,Inteligência Artificial,Ravi Lucca Cunha,5.36,8,Regular,Sistemas Distribuídos,Heloisa Silveira,5.42,4,Regular,Estruturas de Dados,Aurora da Cruz,6.95,8,Regular,Algoritmos,Laís Pinto,2.55,5,Ruim,0
1391,Isaque Lopes,macedoisis@example.com,Publicidade e Propaganda,Matriculado,D,Outro,24.0,1,8726,0,1,Relacionado(a),2,3,Gestão de Hotelaria,Levi Fonseca,3.03,4,Ruim,Gestão de Alimentos e Bebidas,Zoe Rocha,9.64,6,Regular,Gestão de Hospedagem,Sabrina Rios,2.98,10,Ruim,Hospitalidade,Dr. Juan das Neves,6.12,7,Regular,Marketing de Hotelaria,Arthur Miguel Martins,8.47,4,Bom,0
1392,Bernardo Cardoso,duartetheo@example.net,Veterinária,Matriculado,A,Outro,24.0,0,2541,0,1,Solteiro(a),1,4,História da Dança,Maria Laura Silva,5.05,7,Regular,Dança Contemporânea,Diogo Ramos,4.37,9,Ruim,Técnicas de Dança,Esther Cunha,0.5,7,Ruim,Gestão de Eventos de Dança,Ana Carolina Cardoso,8.46,15,Ruim,Coreografia,Heloisa Brito,3.28,0,Ruim,0
1393,Sr. Luiz Miguel Siqueira,otaviocasa-grande@example.com,Ciências Econômicas,Trancado,B,Masculino,34.0,1,1850,1,0,Relacionado(a),2,3,Algoritmos,Sra. Bianca Santos,1.66,6,Ruim,Estruturas de Dados,Isabella Alves,8.02,8,Regular,Banco de Dados,Heitor Vargas,3.94,13,Ruim,Programação,Srta. Isabella Moura,7.92,4,Bom,Sistemas Operacionais,Joaquim Pastor,1.67,15,Ruim,1
1394,Luiz Henrique Costa,igor22@example.net,História,Formado,C,Masculino,27.0,0,1333,0,0,Relacionado(a),1,2,Redes de Computadores,Rhavi Nogueira,8.92,0,Excelente,Inteligência Artificial,Ravi Lucca Cunha,9.4,6,Regular,Sistemas Distribuídos,Heloisa Silveira,5.78,8,Regular,Estruturas de Dados,Aurora da Cruz,6.75,13,Ruim,Algoritmos,Laís Pinto,9.82,3,Excelente,0
1395,Rodrigo Dias,aduarte@example.net,Engenharia de Produção,Formado,A,Feminino,39.0,1,6089,0,1,Relacionado(a),1,1,Gestão de Marketing,José Lima,0.75,5,Ruim,Comportamento do Consumidor,Ian Mendonça,6.1,5,Regular,Marketing Digital,Srta. Gabrielly Cardoso,4.44,12,Ruim,Pesquisa de Mercado,Cecilia Cavalcante,3.81,9,Ruim,Publicidade,Luiz Gustavo da Cunha,6.88,9,Regular,0
1396,João Pires,jesusester@example.com,Veterinária,Formado,D,Masculino,40.0,0,3745,0,1,Solteiro(a),2,4,Gestão de Hospedagem,Theodoro Oliveira,6.36,7,Regular,Gestão de Alimentos e Bebidas,Ester Correia,4.2,7,Ruim,Gestão de Hotelaria,Paulo Casa Grande,7.84,8,Regular,Marketing de Hotelaria,Lara Pacheco,2.6,2,Ruim,Hospitalidade,Dr. Benício Farias,2.58,9,Ruim,0
1397,Sr. Theodoro Pereira,yago87@example.net,Estatística,Matriculado,C,Outro,19.0,1,5771,0,1,Solteiro(a),2,4,Geopolítica,Ana Carolina Nascimento,3.24,9,Ruim,Geografia Física,Ana Lívia Lima,7.56,0,Bom,Geografia Humana,Anna Liz Vieira,7.16,13,Ruim,Planejamento Urbano,Dr. Danilo Casa Grande,2.23,10,Ruim,Cartografia,Alexia Casa Grande,6.84,2,Regular,0
1398,Ísis Rezende,mrezende@example.org,Educação Especial,Trancado,B,Feminino,38.0,1,1854,1,1,Relacionado(a),2,4,Pesquisa de Mercado,Sr. Fernando da Paz,9.94,5,Bom,Comportamento do Consumidor,Murilo Ramos,4.01,11,Ruim,Gestão de Marketing,Luiz Otávio Vieira,2.94,11,Ruim,Marketing Digital,Raul Ramos,4.0,13,Ruim,Publicidade,Zoe Barbosa,6.76,15,Ruim,1
1399,Sr. Caio Campos,fsampaio@example.org,Engenharia de Produção,Formado,A,Outro,38.0,0,4798,0,1,Relacionado(a),1,1,Gestão de Marketing,José Lima,8.38,5,Bom,Comportamento do Consumidor,Ian Mendonça,4.63,1,Ruim,Marketing Digital,Srta. Gabrielly Cardoso,1.35,0,Ruim,Pesquisa de Mercado,Cecilia Cavalcante,6.03,1,Regular,Publicidade,Luiz Gustavo da Cunha,0.53,12,Ruim,0
1400,Enrico Oliveira,mariahviana@example.net,Radiologia,Matriculado,B,AVIAO,22.0,1,9014,0,1,Relacionado(a),2,1,Teoria dos Números,Erick da Rocha,2.77,14,Ruim,Cálculo,Vicente Pastor,5.62,15,Ruim,Probabilidade e Estatística,Gustavo Henrique Moura,6.02,12,Ruim,Geometria,Sr. Asafe da Luz,9.39,14,Ruim,Álgebra Linear,Ravy Costela,5.01,7,Regular,0
1401,Sra. Helena Barros,julianaleao@example.net,Engenharia Química,Formado,D,Masculino,43.0,0,6784,1,0,Relacionado(a),1,4,Relações Públicas,Calebe Sampaio,8.77,9,Regular,Marketing Digital,Vicente Porto,5.3,7,Regular,Comunicação Publicitária,João Gabriel Casa Grande,6.11,0,Regular,Publicidade Criativa,Milena Farias,4.02,4,Ruim,Comportamento do Consumidor,Sr. Josué da Cruz,1.65,12,Ruim,0
1402,Isabelly Peixoto,britoliz@example.net,Estatística,Matriculado,A,Masculino,20.0,1,8262,1,1,Relacionado(a),1,4,História da Dança,Maria Laura Silva,2.13,7,Ruim,Dança Contemporânea,Diogo Ramos,8.37,3,Excelente,Técnicas de Dança,Esther Cunha,1.73,12,Ruim,Gestão de Eventos de Dança,Ana Carolina Cardoso,8.85,1,Excelente,Coreografia,Heloisa Brito,4.77,14,Ruim,0
1403,Henry da Costa,lucasmelo@example.com,Marketing,Matriculado,B,Feminino,34.0,1,-1000,1,0,Relacionado(a),1,1,História do Teatro,Liam Borges,2.92,9,Ruim,Direção Teatral,Julia Rezende,2.98,7,Ruim,Cenografia,Giovanna Lima,7.95,8,Regular,Roteiro Teatral,Laura Nascimento,3.2,6,Ruim,Iluminação Teatral,Sr. Josué Machado,3.89,8,Ruim,1
1404,Samuel Lopes,xpinto@example.com,Química,Formado,C,Masculino,19.0,1,9589,0,1,Relacionado(a),1,4,Gestão de Marketing,Rafael Silva,9.58,14,Ruim,Comportamento do Consumidor,Caleb da Cunha,2.88,13,Ruim,Pesquisa de Mercado,Cauã da Rocha,2.29,3,Ruim,Marketing Digital,Liam Pastor,4.6,3,Ruim,Publicidade,Sra. Maria Luiza Novais,8.81,9,Regular,0
1405,Vicente Guerra,alexandrealves@example.com,Matemática,Formado,C,Outro,26.0,0,6661,0,1,Solteiro(a),1,4,Gestão de Marketing,Rafael Silva,3.66,13,Ruim,Comportamento do Consumidor,Caleb da Cunha,0.37,5,Ruim,Pesquisa de Mercado,Cauã da Rocha,7.71,4,Bom,Marketing Digital,Liam Pastor,4.94,6,Ruim,Publicidade,Sra. Maria Luiza Novais,3.11,5,Ruim,0
1406,Ísis Vieira,wviana@example.org,Secretariado Executivo,Trancado,D,Feminino,17.0,0,3103,1,1,Solteiro(a),2,1,Comportamento do Consumidor,Yan Lima,4.33,2,Ruim,Gestão de Estoques,Ana Laura Rezende,0.03,3,Ruim,Marketing e Vendas,Nina Camargo,6.28,10,Regular,Gestão de Relacionamento,Gael Henrique Cirino,6.97,2,Regular,Gestão de Vendas,Cauê Machado,2.3,10,Ruim,0
1407,Benício Cirino,leandrosa@example.net,Gestão Pública,Trancado,C,Feminino,20.0,0,6000,0,1,Relacionado(a),2,4,Geopolítica,Ana Carolina Nascimento,4.16,15,Ruim,Geografia Física,Ana Lívia Lima,5.85,1,Regular,Geografia Humana,Anna Liz Vieira,8.37,13,Ruim,Planejamento Urbano,Dr. Danilo Casa Grande,2.3,12,Ruim,Cartografia,Alexia Casa Grande,2.41,9,Ruim,0
1408,Mariane Rios,renan50@example.com,Música,Matriculado,A,Outro,27.0,1,4825,0,0,Solteiro(a),2,4,Gestão de Escritórios,Aurora Duarte,9.92,4,Bom,Gestão de Pessoas,Pedro Miguel Teixeira,3.59,14,Ruim,Atendimento ao Cliente,Alice da Mata,4.84,1,Ruim,Comunicação Empresarial,Milena Câmara,6.31,7,Regular,Administração do Tempo,Elisa Fonseca,5.11,8,Regular,0
1409,Cauã Mendes,rsilva@example.org,Ciências Econômicas,Formado,C,Feminino,27.0,1,3013,1,0,Solteiro(a),1,1,Arquitetura de Redes,Olívia Dias,4.42,11,Ruim,Administração de Redes,Pedro Henrique Borges,1.77,0,Ruim,Segurança em Redes,Lunna da Cunha,5.5,6,Regular,Protocolos de Comunicação,Apollo Siqueira,9.76,9,Regular,Redes de Dados,Rafaela Andrade,0.76,12,Ruim,0
1410,Emanuelly Pastor,britoanna-liz@example.com,Letras,Formado,D,Outro,40.0,0,6135,1,0,XW0S2#$@43,1,4,Relações Públicas,Calebe Sampaio,7.54,10,Regular,Marketing Digital,Vicente Porto,7.53,3,Bom,Comunicação Publicitária,João Gabriel Casa Grande,5.08,12,Ruim,Publicidade Criativa,Milena Farias,7.1,10,Regular,Comportamento do Consumidor,Sr. Josué da Cruz,2.1,3,Ruim,0
1411,Marcos Vinicius Jesus,rodriguesmarina@example.com,Letras,Formado,B,Feminino,42.0,1,6175,0,1,Relacionado(a),1,1,História do Teatro,Liam Borges,7.14,9,Regular,Direção Teatral,Julia Rezende,5.82,3,Regular,Cenografia,Giovanna Lima,3.5,6,Ruim,Roteiro Teatral,Laura Nascimento,9.48,0,Excelente,Iluminação Teatral,Sr. Josué Machado,0.21,9,Ruim,0
1412,Valentim Correia,matheus57@example.net,Hotelaria,Trancado,A,Outro,36.0,0,7041,0,1,Solteiro(a),1,4,História da Dança,Maria Laura Silva,9.17,7,Regular,Dança Contemporânea,Diogo Ramos,9.1,0,Excelente,Técnicas de Dança,Esther Cunha,6.3,6,Regular,Gestão de Eventos de Dança,Ana Carolina Cardoso,4.7,5,Ruim,Coreografia,Heloisa Brito,6.59,10,Regular,0
1413,Letícia Lima,cavalcantematheus@example.org,Direito,Trancado,A,Masculino,36.0,1,-932932,1,0,Solteiro(a),1,4,História da Dança,Maria Laura Silva,9.56,8,Regular,Dança Contemporânea,Diogo Ramos,7.28,14,Ruim,Técnicas de Dança,Esther Cunha,5.76,4,Regular,Gestão de Eventos de Dança,Ana Carolina Cardoso,1.29,10,Ruim,Coreografia,Heloisa Brito,4.77,8,Ruim,1
1414,#######,lunacassiano@example.net,Artes Visuais,Trancado,C,Masculino,35.0,1,9017,1,1,Solteiro(a),2,4,Geopolítica,Ana Carolina Nascimento,9.72,4,Bom,Geografia Física,Ana Lívia Lima,5.12,3,Regular,Geografia Humana,Anna Liz Vieira,0.96,9,Ruim,Planejamento Urbano,Dr. Danilo Casa Grande,2.04,15,Ruim,Cartografia,Alexia Casa Grande,3.75,8,Ruim,1
1415,Manuella Rezende,pcamara@example.org,Segurança do Trabalho,Matriculado,C,Outro,30.0,0,5002,0,0,Relacionado(a),2,4,Geopolítica,Ana Carolina Nascimento,2.32,7,Ruim,Geografia Física,Ana Lívia Lima,2.91,7,Ruim,Geografia Humana,Anna Liz Vieira,6.12,14,Ruim,Planejamento Urbano,Dr. Danilo Casa Grande,3.08,4,Ruim,Cartografia,Alexia Casa Grande,0.06,7,Ruim,0
1416,22333123,oliverpacheco@example.org,História,Trancado,B,Feminino,31.0,1,2257,0,1,Solteiro(a),1,2,Gestão de Escritórios,José Miguel Viana,5.72,12,Ruim,Administração do Tempo,Miguel Freitas,0.89,2,Ruim,Comunicação Empresarial,Lucca Guerra,0.96,8,Ruim,Atendimento ao Cliente,Maria Helena Novais,5.15,9,Regular,Gestão de Pessoas,Maria Sophia Costa,3.71,0,Ruim,0
1417,Danilo Castro,lucas-gabrielda-rosa@example.net,Redes de Computadores,Trancado,B,Masculino,22.0,1,8485,0,1,Solteiro(a),1,1,História do Teatro,Liam Borges,8.4,0,Excelente,Direção Teatral,Julia Rezende,5.86,4,Regular,Cenografia,Giovanna Lima,7.0,10,Regular,Roteiro Teatral,Laura Nascimento,9.21,4,Bom,Iluminação Teatral,Sr. Josué Machado,7.33,1,Bom,0
1418,Arthur da Rosa,eduarda82@example.org,Engenharia Química,Matriculado,D,Outro,34.0,1,8048,1,0,Solteiro(a),2,3,Gestão de Hotelaria,Levi Fonseca,8.75,15,Ruim,Gestão de Alimentos e Bebidas,Zoe Rocha,7.11,6,Regular,Gestão de Hospedagem,Sabrina Rios,6.38,3,Regular,Hospitalidade,Dr. Juan das Neves,9.82,3,Excelente,Marketing de Hotelaria,Arthur Miguel Martins,6.25,2,Regular,0
1419,Rebeca Borges,catarina95@example.org,Biomedicina,Trancado,C,Feminino,26.0,0,3990,0,0,Relacionado(a),1,1,Arquitetura de Redes,Olívia Dias,5.44,10,Regular,Administração de Redes,Pedro Henrique Borges,9.76,11,Ruim,Segurança em Redes,Lunna da Cunha,9.23,10,Regular,Protocolos de Comunicação,Apollo Siqueira,9.66,11,Ruim,Redes de Dados,Rafaela Andrade,3.36,10,Ruim,0
1420,Luiza Ribeiro,evelynnunes@example.com,Design Gráfico,Formado,B,Masculino,19.0,1,7838,0,1,Relacionado(a),2,3,Algoritmos,Sra. Bianca Santos,4.84,11,Ruim,Estruturas de Dados,Isabella Alves,2.85,9,Ruim,Banco de Dados,Heitor Vargas,9.14,3,Excelente,Programação,Srta. Isabella Moura,0.71,1,Ruim,Sistemas Operacionais,Joaquim Pastor,0.66,9,Ruim,0
1421,Evelyn Costela,martinsisaac@example.com,Cinema,Trancado,B,Outro,28.0,0,5978,1,0,Relacionado(a),1,2,Gestão de Escritórios,José Miguel Viana,6.89,10,Regular,Administração do Tempo,Miguel Freitas,2.81,6,Ruim,Comunicação Empresarial,Lucca Guerra,7.32,0,Bom,Atendimento ao Cliente,Maria Helena Novais,4.96,14,Ruim,Gestão de Pessoas,Maria Sophia Costa,1.39,15,Ruim,0
1422,Mirella Castro,limalevi@example.org,Engenharia,Trancado,B,Masculino,38.0,1,1281,1,0,Relacionado(a),1,4,Psicologia Social,Maria Alice Martins,3.77,0,Ruim,Teoria Social,Joaquim Vasconcelos,2.09,15,Ruim,Movimentos Sociais,Gael Rios,0.94,4,Ruim,Antropologia,João Vitor Silva,1.82,15,Ruim,Sociologia Geral,Pedro Henrique Duarte,6.93,7,Regular,1
1423,Ian Macedo,sabrina73@example.org,Secretariado Executivo,Trancado,D,Masculino,41.0,1,8528,0,1,Solteiro(a),1,4,Relações Públicas,Calebe Sampaio,4.72,12,Ruim,Marketing Digital,Vicente Porto,7.49,5,Bom,Comunicação Publicitária,João Gabriel Casa Grande,6.47,0,Regular,Publicidade Criativa,Milena Farias,0.98,3,Ruim,Comportamento do Consumidor,Sr. Josué da Cruz,9.57,13,Ruim,0
1424,Maria Laura Monteiro,viniciusrios@example.net,Engenharia de Alimentos,Formado,A,Outro,38.0,0,7335,1,0,Relacionado(a),1,3,Física Aplicada,Marcela Ribeiro,0.06,6,Ruim,Cálculo,Sr. Vitor Gabriel Montenegro,2.62,1,Ruim,Circuitos Elétricos,Antonella Andrade,4.72,0,Ruim,Desenho Técnico,Sr. Lucas Gabriel da Luz,5.98,6,Regular,Mecânica,Vitória Alves,5.26,1,Regular,0
1425,Gabrielly Aparecida,ulima@example.org,Computação,Matriculado,C,Outro,36.0,1,7938,0,0,Relacionado(a),1,2,Redes de Computadores,Rhavi Nogueira,3.8,0,Ruim,Inteligência Artificial,Ravi Lucca Cunha,4.59,15,Ruim,Sistemas Distribuídos,Heloisa Silveira,7.94,3,Bom,Estruturas de Dados,Aurora da Cruz,7.42,1,Bom,Algoritmos,Laís Pinto,3.52,0,Ruim,0
1426,Isaac Ribeiro,vinicius26@example.net,Serviço Social,Trancado,A,Outro,30.0,0,-932932,0,0,Solteiro(a),2,4,Gestão de Escritórios,Aurora Duarte,5.63,12,Ruim,Gestão de Pessoas,Pedro Miguel Teixeira,0.4,11,Ruim,Atendimento ao Cliente,Alice da Mata,6.33,10,Regular,Comunicação Empresarial,Milena Câmara,7.21,2,Bom,Administração do Tempo,Elisa Fonseca,6.86,3,Regular,0
1427,Marcos Vinicius Rocha,esthermarques@example.net,Redes de Computadores,Trancado,D,Outro,34.0,0,7111,0,1,Solteiro(a),2,3,Gestão de Hotelaria,Levi Fonseca,0.39,14,Ruim,Gestão de Alimentos e Bebidas,Zoe Rocha,4.79,3,Ruim,Gestão de Hospedagem,Sabrina Rios,6.95,10,Regular,Hospitalidade,Dr. Juan das Neves,4.19,4,Ruim,Marketing de Hotelaria,Arthur Miguel Martins,2.49,5,Ruim,0
1428,João Felipe Correia,olivia63@example.net,insira aqui,Formado,B,Masculino,23.0,1,7746,0,1,Solteiro(a),1,1,História do Teatro,Liam Borges,7.47,12,Ruim,Direção Teatral,Julia Rezende,8.79,5,Bom,Cenografia,Giovanna Lima,1.31,0,Ruim,Roteiro Teatral,Laura Nascimento,0.1,13,Ruim,Iluminação Teatral,Sr. Josué Machado,3.58,14,Ruim,0
1429,Augusto Aparecida,noah31@example.org,Terapia Ocupacional,Trancado,A,Masculino,42.0,1,3533,1,0,Solteiro(a),2,3,Sociologia,Guilherme Peixoto,9.82,9,Regular,Física,Srta. Luísa da Conceição,7.13,2,Bom,Matemática,Raquel Siqueira,4.23,10,Ruim,História,José Miguel Costa,9.32,1,Excelente,Química,Juliana da Paz,4.83,14,Ruim,0
1430,Anthony Pires,araujocaio@example.net,Logística,Trancado,D,Masculino,28.0,0,5590,1,0,Solteiro(a),1,1,Gestão de Projetos de TI,Ana Beatriz Rezende,5.44,14,Ruim,Banco de Dados,Raul das Neves,3.01,6,Ruim,Sistemas de Informação Empresarial,Nicolas Macedo,5.74,15,Ruim,Desenvolvimento de Software,Benicio Fernandes,2.32,8,Ruim,Análise de Sistemas,Sr. Gustavo Farias,5.87,12,Ruim,0
1431,Dra. Maitê Pacheco,bpimenta@example.org,Hotelaria,Trancado,D,Masculino,28.0,0,5434,1,1,Relacionado(a),2,2,Medicina Veterinária,Dra. Ana Peixoto,4.0,14,Ruim,Genética Animal,Luiz Henrique Peixoto,8.12,7,Regular,Nutrição Animal,Josué Gonçalves,1.37,14,Ruim,Fisiologia Animal,Isadora Machado,7.34,1,Bom,Produção Animal,Ágatha Aparecida,1.33,2,Ruim,0
1432,Mirella Pacheco,@email,Engenharia Ambiental,Matriculado,C,Outro,24.0,0,8053,0,0,Solteiro(a),2,2,Sociologia Geral,Luana Azevedo,1.53,0,Ruim,Antropologia,Ana Júlia Lopes,3.86,1,Ruim,Teoria Social,Cecilia Peixoto,0.57,13,Ruim,Psicologia Social,João Miguel Nascimento,5.4,3,Regular,Movimentos Sociais,Dom Fogaça,3.91,3,Ruim,0
1433,Luísa das Neves,tjesus@example.com,Biomedicina,Matriculado,C,Masculino,31.0,0,7747,1,1,Solteiro(a),1,2,Redes de Computadores,Rhavi Nogueira,4.33,7,Ruim,Inteligência Artificial,Ravi Lucca Cunha,0.94,4,Ruim,Sistemas Distribuídos,Heloisa Silveira,9.97,15,Ruim,Estruturas de Dados,Aurora da Cruz,9.88,8,Regular,Algoritmos,Laís Pinto,4.22,10,Ruim,0
1434,Arthur Miguel Nunes,joao-gabriel56@example.net,Educação Física,Matriculado,D,Masculino,35.0,1,1237,1,0,Relacionado(a),2,4,Gestão de Hospedagem,Theodoro Oliveira,1.28,2,Ruim,Gestão de Alimentos e Bebidas,Ester Correia,6.57,14,Ruim,Gestão de Hotelaria,Paulo Casa Grande,9.44,3,Excelente,Marketing de Hotelaria,Lara Pacheco,1.73,7,Ruim,Hospitalidade,Dr. Benício Farias,0.2,1,Ruim,1
1435,Yan Andrade,stella09@example.com,Sistemas de Informação,Trancado,A,Feminino,44.0,1,6254,1,0,XW0S2#$@43,2,4,Gestão de Escritórios,Aurora Duarte,2.88,15,Ruim,Gestão de Pessoas,Pedro Miguel Teixeira,5.95,1,Regular,Atendimento ao Cliente,Alice da Mata,4.37,14,Ruim,Comunicação Empresarial,Milena Câmara,6.0,10,Regular,Administração do Tempo,Elisa Fonseca,0.45,13,Ruim,0
1436,22333123,laviniada-cunha@example.org,Museologia,Matriculado,C,Masculino,22.0,1,8741,0,1,Relacionado(a),2,4,Geopolítica,Ana Carolina Nascimento,5.22,12,Ruim,Geografia Física,Ana Lívia Lima,8.46,13,Ruim,Geografia Humana,Anna Liz Vieira,2.8,0,Ruim,Planejamento Urbano,Dr. Danilo Casa Grande,1.43,12,Ruim,Cartografia,Alexia Casa Grande,2.27,13,Ruim,0
1437,#######,helena70@example.com,1233E,Trancado,B,Feminino,19.0,0,7456,0,0,Relacionado(a),2,1,Teoria dos Números,Erick da Rocha,3.57,3,Ruim,Cálculo,Vicente Pastor,2.76,4,Ruim,Probabilidade e Estatística,Gustavo Henrique Moura,9.98,10,Regular,Geometria,Sr. Asafe da Luz,4.26,2,Ruim,Álgebra Linear,Ravy Costela,0.7,0,Ruim,0
1438,Sr. Anthony Costela,joao-lucas92@example.net,Farmácia,Formado,D,Feminino,29.0,0,7877,0,0,Solteiro(a),2,4,Gestão de Hospedagem,Theodoro Oliveira,9.34,13,Ruim,Gestão de Alimentos e Bebidas,Ester Correia,9.27,14,Ruim,Gestão de Hotelaria,Paulo Casa Grande,9.34,8,Regular,Marketing de Hotelaria,Lara Pacheco,5.72,13,Ruim,Hospitalidade,Dr. Benício Farias,9.54,1,Excelente,0
1439,Cauã Sampaio,benicio43@example.com,Radiologia,Matriculado,C,Masculino,27.0,1,7225,1,1,Relacionado(a),2,2,Sociologia Geral,Luana Azevedo,4.59,3,Ruim,Antropologia,Ana Júlia Lopes,9.77,0,Excelente,Teoria Social,Cecilia Peixoto,3.31,8,Ruim,Psicologia Social,João Miguel Nascimento,6.94,10,Regular,Movimentos Sociais,Dom Fogaça,4.84,2,Ruim,0
1440,Luna Farias,caueduarte@example.net,Secretariado Executivo,Matriculado,A,Feminino,36.0,0,8987,0,1,Solteiro(a),1,2,Matemática,Ian Carvalho,7.35,1,Bom,Sociologia,Antônio Machado,0.8,8,Ruim,Física,Lucca Pinto,7.03,6,Regular,Geografia,Maria Julia Novaes,7.87,3,Bom,Química,Pietro Lima,4.19,14,Ruim,0
1441,Pedro Miguel Leão,gjesus@example.net,Museologia,Formado,D,Masculino,33.0,1,3391,1,0,Relacionado(a),2,2,Medicina Veterinária,Dra. Ana Peixoto,7.27,8,Regular,Genética Animal,Luiz Henrique Peixoto,9.72,8,Regular,Nutrição Animal,Josué Gonçalves,7.5,10,Regular,Fisiologia Animal,Isadora Machado,7.77,7,Regular,Produção Animal,Ágatha Aparecida,3.08,11,Ruim,0
1442,Eduardo Moura,joanada-mata@example.org,Administração,Matriculado,B,Outro,34.0,1,3375,0,0,Relacionado(a),2,2,Fisiologia,Liam Dias,6.02,11,Ruim,Anatomia,Stephany Vasconcelos,9.51,3,Excelente,Reabilitação,Melissa Sales,0.14,4,Ruim,Terapia Física,Dr. José Miguel Peixoto,8.94,2,Excelente,Técnicas de Imagem,Brayan Sousa,7.14,2,Bom,0
