aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
1786,Henry Ribeiro,vporto@example.net,Física,Formado,A,Masculino,17.0,1,3951,0,0,Relacionado(a),2,4,Técnicas de Cozinha,Isabella Cavalcanti,2.31,5,Ruim,Nutrição Infantil,Dr. Yuri Jesus,3.38,0,Ruim,Nutrição Esportiva,Ana Vasconcelos,3.14,7,Ruim,Nutrição Clínica,Antonella Carvalho,2.41,3,Ruim,Psicologia da Alimentação,Vitor Guerra,9.12,1,Excelente,0
1787,Dr. Isaac Melo,XX0294393LLL,Educação Física,Matriculado,D,Feminino,33.0,1,6543,0,0,Solteiro(a),1,3,Botânica,Dr. Guilherme Duarte,8.85,8,Regular,Biologia Celular,Benjamim Novais,0.01,14,Ruim,Zoologia,Mathias Campos,8.16,5,Bom,Genética,Enrico Fernandes,5.74,8,Regular,Ecologia,Ana Clara Pereira,2.36,15,Ruim,0
1788,Mathias Sales,ana-julia31@example.net,Recursos Humanos,Matriculado,C,Feminino,20.0,0,5619,0,1,Relacionado(a),2,4,Terapia Física,Mariane da Cunha,8.86,4,Bom,Fisiologia,Mateus Moura,8.93,4,Bom,Técnicas de Imagem,Enzo Camargo,0.7,7,Ruim,Reabilitação,Liam Guerra,9.32,9,Regular,Anatomia,Sr. Dom Peixoto,7.57,5,Bom,0
1789,Ryan da Conceição,abreulorena@example.org,Zootecnia,Trancado,C,Masculino,35.0,0,4245,0,0,Solteiro(a),1,3,Logística,Eduardo Cassiano,6.39,6,Regular,Gestão da Qualidade,Sr. Henry Gabriel Ribeiro,5.94,9,Regular,Planejamento de Produção,Dra. Eduarda Albuquerque,9.33,12,Ruim,Gestão de Estoques,Dr. João Gabriel Araújo,4.7,3,Ruim,Gestão de Processos,Luiz Otávio Ferreira,1.5,0,Ruim,0
1790,Yan Fonseca,anunes@example.net,Hotelaria,Formado,B,Outro,33.0,1,6183,1,0,Solteiro(a),1,2,Design Editorial,Nathan Pereira,9.53,6,Regular,Teoria do Design,João Vitor Novaes,0.85,9,Ruim,Design Digital,João Pedro Barbosa,6.96,9,Regular,Tipografia,Mathias Moura,9.48,0,Excelente,Design de Interfaces,Valentina Câmara,8.09,3,Excelente,0
1791,Sr. Breno Freitas,sampaioana-luiza@example.net,Redes de Computadores,Matriculado,D,Feminino,34.0,1,4011,0,0,Relacionado(a),1,3,Botânica,Dr. Guilherme Duarte,5.6,8,Regular,Biologia Celular,Benjamim Novais,4.77,14,Ruim,Zoologia,Mathias Campos,9.97,12,Ruim,Genética,Enrico Fernandes,3.59,0,Ruim,Ecologia,Ana Clara Pereira,0.81,4,Ruim,0
1792,Raquel Câmara,jmarques@example.net,Secretariado Executivo,Trancado,C,Feminino,45.0,0,5939,0,0,Solteiro(a),2,3,Técnicas de Imagem,Lorena Silva,2.07,10,Ruim,Anatomia,Miguel Aparecida,6.62,0,Regular,Terapia Física,Sr. Rhavi Macedo,4.72,2,Ruim,Fisiologia,Eduardo Teixeira,5.05,0,Regular,Reabilitação,Sr. Anthony Lopes,3.49,15,Ruim,0
1793,Vitor Alves,carvalholeticia@example.net,Recursos Humanos,Matriculado,B,Outro,33.0,0,7019,0,0,Solteiro(a),1,2,Design Editorial,Nathan Pereira,5.92,13,Ruim,Teoria do Design,João Vitor Novaes,7.8,14,Ruim,Design Digital,João Pedro Barbosa,9.94,11,Ruim,Tipografia,Mathias Moura,5.85,2,Regular,Design de Interfaces,Valentina Câmara,5.94,15,Ruim,0
1794,Maria Vitória Moreira,camargoisadora@example.net,Gestão Pública,Matriculado,A,Feminino,24.0,0,9230243042304,0,1,Relacionado(a),2,1,Economia,Heloisa Campos,0.7,3,Ruim,Gestão de Pessoas,Sra. Ana Carolina Nunes,5.34,7,Regular,Gestão Financeira,Heitor Cavalcante,6.97,9,Regular,Marketing,Henrique da Conceição,4.32,0,Ruim,Administração Geral,Alícia Pacheco,2.75,5,Ruim,0
1795,Sr. Oliver Ramos,eloahpires@example.com,Marketing,Matriculado,B,Outro,42.0,0,9689,1,1,Solteiro(a),2,2,Psicologia Social,Ana Cecília da Rocha,3.0,5,Ruim,Antropologia,Isis Novais,4.8,12,Ruim,Movimentos Sociais,Marcela Nogueira,9.89,1,Excelente,Sociologia Geral,José Pedro Camargo,8.76,3,Excelente,Teoria Social,Sr. Lorenzo Barbosa,7.81,1,Bom,0
1796,Benjamin Ribeiro,davi-luiz08@example.net,Medicina,Formado,A,Feminino,29.0,0,5154,0,0,Relacionado(a),2,4,Técnicas de Cozinha,Isabella Cavalcanti,4.5,4,Ruim,Nutrição Infantil,Dr. Yuri Jesus,9.33,11,Ruim,Nutrição Esportiva,Ana Vasconcelos,3.0,14,Ruim,Nutrição Clínica,Antonella Carvalho,6.51,11,Ruim,Psicologia da Alimentação,Vitor Guerra,0.54,8,Ruim,0
1797,Luiz Miguel Costa,maria-florrodrigues@example.net,Engenharia,Matriculado,A,Masculino,21.0,1,5770,1,0,Solteiro(a),1,3,Gestão de Pessoas,Dra. Lorena Cavalcanti,0.24,3,Ruim,Administração Pública,Maria Cecília Souza,4.04,0,Ruim,Gestão de Projetos,Maria Luísa da Rosa,9.58,5,Bom,Finanças Públicas,Dra. Carolina Araújo,4.51,1,Ruim,Gestão de Políticas Públicas,Ana Lívia Cavalcante,7.63,9,Regular,0
1798,Beatriz Nogueira,jose-pedrocorreia@example.org,Engenharia,Matriculado,C,Feminino,39.0,0,3701,1,1,Solteiro(a),2,3,Técnicas de Imagem,Lorena Silva,8.75,7,Regular,Anatomia,Miguel Aparecida,5.4,9,Regular,Terapia Física,Sr. Rhavi Macedo,6.95,14,Ruim,Fisiologia,Eduardo Teixeira,5.66,2,Regular,Reabilitação,Sr. Anthony Lopes,7.24,14,Ruim,0
1799,Júlia Souza,rrios@example.org,Recursos Humanos,Matriculado,D,Masculino,-5.0,0,2819,0,0,Relacionado(a),2,2,Roteiro de Cinema,Benjamin Silva,3.48,1,Ruim,Direção de Cinema,Mariah Castro,1.12,4,Ruim,História do Cinema,Bruno Silva,6.81,10,Regular,Montagem de Cinema,Luana Ramos,4.83,6,Ruim,Produção de Cinema,Sra. Milena Peixoto,5.11,8,Regular,0
1800,Dra. Maria Cecília Pacheco,rodriguesgael-henrique@example.com,Jornalismo,Matriculado,B,Feminino,3.0,1,9082,1,0,XW0S2#$@43,1,4,Circuitos Elétricos,Benicio Ribeiro,1.28,3,Ruim,Cálculo,Heloisa Pacheco,0.58,0,Ruim,Física Aplicada,Raquel Oliveira,5.4,12,Ruim,Desenho Técnico,Elisa Moraes,4.53,0,Ruim,Mecânica,Liz Santos,5.83,15,Ruim,0
1801,Mateus Teixeira,thomasrodrigues@example.com,Hotelaria,Trancado,D,Feminino,20.0,1,6618,1,1,Solteiro(a),2,1,Sistemas Operacionais,Kevin Carvalho,7.69,14,Ruim,Segurança da Informação,Elisa Fonseca,5.22,7,Regular,Engenharia de Software,Alice Mendes,1.56,15,Ruim,Programação,Anthony Gabriel Borges,2.75,12,Ruim,Banco de Dados,Léo Cirino,7.61,10,Regular,0
1802,Erick da Mata,da-costaravy@example.com,Odontologia,Trancado,D,Masculino,45.0,0,1464,1,1,Solteiro(a),2,4,Exegese Bíblica,Yasmin Monteiro,2.26,14,Ruim,Teologia Sistemática,Enzo Gabriel Moura,0.11,6,Ruim,Teologia Moral,Cauê Monteiro,3.22,15,Ruim,História da Igreja,Bryan da Conceição,4.37,3,Ruim,Filosofia da Religião,Henry Castro,5.37,4,Regular,1
1803,Srta. Hellena Ramos,isabela24@example.net,Computação,Formado,B,Outro,42.0,0,2036,1,0,Solteiro(a),2,4,Física Aplicada,Igor Sá,7.5,2,Bom,Mecânica,Rebeca Martins,5.56,15,Ruim,Cálculo,Ísis da Conceição,3.43,8,Ruim,Desenho Técnico,Vinicius Siqueira,8.82,10,Regular,Circuitos Elétricos,Dra. Luna Duarte,5.46,2,Regular,0
1804,Anthony Cassiano,isisda-rosa@example.com,Cinema,Matriculado,D,Masculino,26.0,1,5937,1,1,Relacionado(a),2,3,Psicologia da Saúde,Zoe Vieira,0.38,1,Ruim,Anatomia e Fisiologia,Miguel Farias,8.08,2,Excelente,Saúde Pública,Aurora Mendonça,1.92,14,Ruim,Enfermagem Geral,Benjamim Sales,5.17,14,Ruim,Cuidado Intensivo,Enzo Peixoto,9.27,15,Ruim,0
1805,notexist,ravi-lucca18@example.com,História,Formado,A,Outro,19.0,1,8641,1,0,Relacionado(a),1,1,Termodinâmica,Bárbara Pacheco,1.33,4,Ruim,Química Industrial,Juliana Oliveira,4.91,5,Ruim,Processos Químicos,Pietra Borges,2.78,4,Ruim,Cinética Química,Dr. Paulo Almeida,9.65,13,Ruim,Reatores Químicos,Lucca Rocha,6.19,15,Ruim,0
1806,Yan Leão,ana-beatriz70@example.net,Turismo,Matriculado,A,Masculino,42.0,0,6788,1,1,Solteiro(a),1,3,Gestão de Pessoas,Dra. Lorena Cavalcanti,2.25,12,Ruim,Administração Pública,Maria Cecília Souza,8.89,13,Ruim,Gestão de Projetos,Maria Luísa da Rosa,3.26,14,Ruim,Finanças Públicas,Dra. Carolina Araújo,6.64,3,Regular,Gestão de Políticas Públicas,Ana Lívia Cavalcante,7.63,12,Ruim,0
1807,Dr. Danilo Viana,joao-vitor74@example.org,Zootecnia,Formado,A,AVIAO,32.0,1,7361,0,0,Relacionado(a),1,2,História da Música,Olivia Pinto,5.31,13,Ruim,Arranjo Musical,Matheus Vieira,1.88,8,Ruim,Teoria Musical,Renan Pastor,1.28,5,Ruim,Prática Instrumental,Pietro Pastor,4.23,14,Ruim,Composição Musical,Sr. Bruno Sousa,0.98,12,Ruim,0
1808,Ana Beatriz Pires,gael83@example.net,Ciência da Computação,Formado,D,Feminino,30.0,1,1279,1,1,Relacionado(a),1,4,Gestão de Processos,Isabel Aragão,7.11,13,Ruim,Gestão da Qualidade,Guilherme Ribeiro,7.7,8,Regular,Planejamento de Produção,Noah Monteiro,3.44,0,Ruim,Logística,Maria Vitória Alves,6.09,7,Regular,Gestão de Estoques,Mariane Aparecida,7.86,9,Regular,1
1809,Bruna Oliveira,raquel63@example.net,Geografia,Formado,C,Feminino,23.0,0,2052,1,1,Relacionado(a),1,2,Linguística,Liam Duarte,8.2,15,Ruim,Literatura Brasileira,Fernando Jesus,4.67,2,Ruim,Literatura Portuguesa,Pedro Henrique Silva,4.16,2,Ruim,Produção Textual,Maria Luísa Peixoto,8.97,13,Ruim,Gramática,Ágatha da Conceição,5.93,14,Ruim,0
1810,Maria Vitória Garcia,duartemaria-isis@example.org,Gastronomia,Matriculado,C,Masculino,21.0,1,1867,0,1,Solteiro(a),2,3,Técnicas de Imagem,Lorena Silva,8.56,2,Excelente,Anatomia,Miguel Aparecida,4.38,15,Ruim,Terapia Física,Sr. Rhavi Macedo,1.36,14,Ruim,Fisiologia,Eduardo Teixeira,1.74,4,Ruim,Reabilitação,Sr. Anthony Lopes,3.36,8,Ruim,0
1811,Maria Julia Martins,brezende@example.com,Estatística,Matriculado,B,Outro,24.0,0,4392,0,0,Relacionado(a),2,2,Psicologia Social,Ana Cecília da Rocha,5.9,6,Regular,Antropologia,Isis Novais,7.32,7,Regular,Movimentos Sociais,Marcela Nogueira,9.43,0,Excelente,Sociologia Geral,José Pedro Camargo,3.48,3,Ruim,Teoria Social,Sr. Lorenzo Barbosa,3.96,9,Ruim,0
1812,Maria Luísa Nunes,ccirino@example.com,Secretariado Executivo,Matriculado,D,Outro,18.0,0,2770,0,0,Solteiro(a),1,2,Anatomia e Fisiologia,Dante Rodrigues,8.3,8,Regular,Audiologia,José Pedro da Conceição,1.06,15,Ruim,Fonologia,Stephany Jesus,0.84,6,Ruim,Psicologia do Desenvolvimento,Sra. Maria Isis Moreira,8.3,1,Excelente,Reabilitação Fonoaudiológica,Sophia Farias,7.61,0,Bom,0
1813,Dr. Valentim Barros,bcassiano@example.org,Redes de Computadores,Trancado,C,Outro,35.0,1,5007,0,0,Relacionado(a),1,4,Fotografia,Eduarda Pastor,9.01,1,Excelente,Arte Digital,José Castro,7.17,8,Regular,História da Arte,Dante Duarte,3.29,6,Ruim,Escultura,Noah Oliveira,2.42,1,Ruim,Pintura,Maria Cecília Brito,6.13,14,Ruim,0
1814,Lucas Guerra,mateus90@example.net,Recursos Humanos,Formado,D,Masculino,3.0,0,1227,0,1,Solteiro(a),1,1,História Geral,Diogo Farias,8.35,9,Regular,Teoria Histórica,Ana Julia Correia,6.99,0,Regular,História Contemporânea,Davi Lucca Novaes,4.27,4,Ruim,Historiografia,Sra. Evelyn Rezende,8.85,9,Regular,História do Brasil,Heloisa Moreira,7.92,3,Bom,0
1815,Maysa Siqueira,blima@example.net,Gestão Pública,Formado,B,Feminino,29.0,1,8284,1,0,Solteiro(a),1,1,História da Igreja,Noah Gomes,5.61,15,Ruim,Exegese Bíblica,Maitê Viana,5.2,8,Regular,Teologia Sistemática,Isadora Vieira,1.38,2,Ruim,Filosofia da Religião,Caroline Viana,9.91,5,Bom,Teologia Moral,Gabrielly da Mata,9.34,5,Bom,0
1816,Clarice Camargo,eloacostela@example.org,Nutrição,Trancado,B,Feminino,43.0,0,,1,1,Solteiro(a),2,1,História,Gustavo Henrique Rodrigues,4.24,14,Ruim,Biologia,Vicente da Rocha,4.97,1,Ruim,Geografia,Amanda Novais,1.75,11,Ruim,Sociologia,João Miguel Vasconcelos,8.53,3,Excelente,Economia,Maria Sophia da Mota,6.6,11,Ruim,0
1817,Sr. Josué Moura,juan73@example.org,Odontologia,Matriculado,D,Feminino,29.0,1,7034,1,1,Relacionado(a),2,2,Roteiro de Cinema,Benjamin Silva,7.21,12,Ruim,Direção de Cinema,Mariah Castro,3.05,10,Ruim,História do Cinema,Bruno Silva,3.63,8,Ruim,Montagem de Cinema,Luana Ramos,8.18,14,Ruim,Produção de Cinema,Sra. Milena Peixoto,9.46,15,Ruim,0
1818,Thomas Teixeira,cecilia15@example.net,Sistemas de Informação,Trancado,B,Masculino,22.0,1,7225,1,1,Solteiro(a),1,4,Circuitos Elétricos,Benicio Ribeiro,5.74,3,Regular,Cálculo,Heloisa Pacheco,9.12,10,Regular,Física Aplicada,Raquel Oliveira,4.96,3,Ruim,Desenho Técnico,Elisa Moraes,6.08,14,Ruim,Mecânica,Liz Santos,8.2,11,Ruim,0
1819,Isabella Cassiano,isaquefarias@example.org,Biomedicina,Matriculado,A,Feminino,28.0,1,7750,1,1,INSERT DATA,2,1,Economia,Heloisa Campos,6.26,14,Ruim,Gestão de Pessoas,Sra. Ana Carolina Nunes,5.04,1,Regular,Gestão Financeira,Heitor Cavalcante,1.53,10,Ruim,Marketing,Henrique da Conceição,6.13,14,Ruim,Administração Geral,Alícia Pacheco,2.55,4,Ruim,0
1820,Luiz Henrique das Neves,arthur-miguel78@example.com,Terapia Ocupacional,Formado,B,Masculino,23.0,1,9440,0,1,Relacionado(a),1,4,Circuitos Elétricos,Benicio Ribeiro,2.4,9,Ruim,Cálculo,Heloisa Pacheco,2.99,13,Ruim,Física Aplicada,Raquel Oliveira,9.28,4,Bom,Desenho Técnico,Elisa Moraes,0.57,15,Ruim,Mecânica,Liz Santos,6.67,4,Regular,0
1821,Francisco Vargas,pintoleonardo@example.net,Química,Trancado,A,Masculino,25.0,0,5040,1,1,Relacionado(a),1,4,Análise de Dados,Maria Júlia Correia,2.17,7,Ruim,Estatística Aplicada,Gustavo Henrique Garcia,8.52,9,Regular,Estatística Descritiva,Danilo da Mata,6.28,12,Ruim,Probabilidade,Leonardo Ramos,5.72,2,Regular,Métodos Estatísticos,Sophia Castro,5.13,7,Regular,0
1822,Pedro Lucas Leão,thomas38@example.net,1233E,Formado,A,Masculino,23.0,1,1919,0,0,Relacionado(a),1,3,Gestão de Pessoas,Dra. Lorena Cavalcanti,5.74,11,Ruim,Administração Pública,Maria Cecília Souza,7.2,2,Bom,Gestão de Projetos,Maria Luísa da Rosa,0.19,2,Ruim,Finanças Públicas,Dra. Carolina Araújo,5.99,2,Regular,Gestão de Políticas Públicas,Ana Lívia Cavalcante,8.01,0,Excelente,0
1823,Mateus da Rocha,ravisouza@example.org,Engenharia Mecânica,Formado,B,Masculino,27.0,0,5492,0,0,Solteiro(a),1,1,História da Igreja,Noah Gomes,4.43,10,Ruim,Exegese Bíblica,Maitê Viana,5.53,14,Ruim,Teologia Sistemática,Isadora Vieira,4.26,8,Ruim,Filosofia da Religião,Caroline Viana,3.26,15,Ruim,Teologia Moral,Gabrielly da Mata,8.33,7,Regular,0
1824,Agatha Pacheco,fogacavicente@example.com,Engenharia,Matriculado,B,Masculino,33.0,0,1342,0,0,Relacionado(a),1,2,Design Editorial,Nathan Pereira,2.82,0,Ruim,Teoria do Design,João Vitor Novaes,9.24,12,Ruim,Design Digital,João Pedro Barbosa,6.24,7,Regular,Tipografia,Mathias Moura,5.3,3,Regular,Design de Interfaces,Valentina Câmara,0.29,13,Ruim,0
1825,Lorena Gonçalves,ppimenta@example.net,Biblioteconomia,Trancado,A,Masculino,999.0,1,4110,0,0,Solteiro(a),2,1,Economia,Heloisa Campos,8.84,8,Regular,Gestão de Pessoas,Sra. Ana Carolina Nunes,0.39,12,Ruim,Gestão Financeira,Heitor Cavalcante,9.66,14,Ruim,Marketing,Henrique da Conceição,6.89,15,Ruim,Administração Geral,Alícia Pacheco,6.39,0,Regular,0
1826,Raquel Vasconcelos,cleao@example.com,Administração,Trancado,B,Feminino,41.0,1,9458,1,0,Solteiro(a),2,3,História,Bruno Guerra,9.1,3,Excelente,Português,Beatriz Azevedo,6.1,13,Ruim,Química,Dr. Anthony Gabriel Gomes,8.5,11,Ruim,Geografia,Hellena Sales,6.22,14,Ruim,Sociologia,Hellena Aparecida,8.18,9,Regular,0
1827,Sr. Arthur Gabriel da Cunha,dfernandes@example.org,Moda,Trancado,A,Outro,19.0,0,9058,0,0,Relacionado(a),2,4,Técnicas de Cozinha,Isabella Cavalcanti,7.59,15,Ruim,Nutrição Infantil,Dr. Yuri Jesus,4.21,5,Ruim,Nutrição Esportiva,Ana Vasconcelos,8.78,11,Ruim,Nutrição Clínica,Antonella Carvalho,4.45,3,Ruim,Psicologia da Alimentação,Vitor Guerra,6.65,15,Ruim,0
1828,Benicio Gonçalves,diaslucca@example.com,Ciências Sociais,Formado,D,Masculino,17.0,1,8156,1,0,Relacionado(a),2,4,Exegese Bíblica,Yasmin Monteiro,6.68,13,Ruim,Teologia Sistemática,Enzo Gabriel Moura,0.83,1,Ruim,Teologia Moral,Cauê Monteiro,6.53,12,Ruim,História da Igreja,Bryan da Conceição,9.12,13,Ruim,Filosofia da Religião,Henry Castro,2.61,6,Ruim,0
1829,Lara Rocha,da-rochaeloa@example.com,Fonoaudiologia,Matriculado,B,Outro,25.0,1,7146,1,0,Relacionado(a),1,2,Design Editorial,Nathan Pereira,7.53,5,Bom,Teoria do Design,João Vitor Novaes,9.2,11,Ruim,Design Digital,João Pedro Barbosa,4.58,15,Ruim,Tipografia,Mathias Moura,3.65,8,Ruim,Design de Interfaces,Valentina Câmara,4.07,2,Ruim,0
1830,Sra. Eloah Pires,da-rosacaue@example.com,Marketing,Formado,D,Outro,45.0,0,7701,0,1,Relacionado(a),2,3,Psicologia da Saúde,Zoe Vieira,8.79,9,Regular,Anatomia e Fisiologia,Miguel Farias,3.8,12,Ruim,Saúde Pública,Aurora Mendonça,5.12,12,Ruim,Enfermagem Geral,Benjamim Sales,6.83,0,Regular,Cuidado Intensivo,Enzo Peixoto,4.16,9,Ruim,0
1831,Maria Fernanda da Paz,rporto@example.com,Gestão Pública,Matriculado,C,Feminino,20.0,0,-230,1,1,Solteiro(a),1,1,Logística Internacional,Pietra Montenegro,6.41,13,Ruim,Gestão de Cadeia de Suprimentos,Asafe Sampaio,3.18,14,Ruim,Gestão de Transportes,Rhavi Garcia,2.62,12,Ruim,Gestão de Estoques,Isabelly Aragão,4.18,12,Ruim,Transporte e Distribuição,Ana Lívia Garcia,7.29,8,Regular,0
1832,Raul Camargo,carvalhohenrique@example.net,Enfermagem,Trancado,C,Masculino,35.0,1,8772,0,0,Solteiro(a),2,1,Macroeconomia,José Miguel Nunes,0.16,1,Ruim,Economia Internacional,Levi Costela,8.64,12,Ruim,Teoria Econômica,Cecília Araújo,1.01,0,Ruim,Microeconomia,Ágatha Pereira,2.8,9,Ruim,Política Econômica,Emanuelly Pastor,3.51,9,Ruim,0
1833,Felipe Viana,epastor@example.org,Jornalismo,Matriculado,C,Feminino,22.0,0,4564,1,0,Solteiro(a),1,1,Logística Internacional,Pietra Montenegro,8.77,0,Excelente,Gestão de Cadeia de Suprimentos,Asafe Sampaio,0.58,5,Ruim,Gestão de Transportes,Rhavi Garcia,1.77,2,Ruim,Gestão de Estoques,Isabelly Aragão,4.83,6,Ruim,Transporte e Distribuição,Ana Lívia Garcia,7.36,0,Bom,0
1834,Cecília Castro,anthony42@example.org,Serviço Social,Matriculado,A,Outro,33.0,1,9508,1,0,Relacionado(a),2,2,Desenho Técnico,Srta. Julia Marques,4.9,14,Ruim,Mecânica dos Fluidos,Lucas Montenegro,7.11,13,Ruim,Termodinâmica,Murilo Viana,0.05,0,Ruim,Resistência dos Materiais,Bento Lopes,3.72,13,Ruim,Sistemas Mecânicos,Heitor Cavalcanti,1.4,14,Ruim,0
1835,João Felipe da Luz,yalbuquerque@example.com,Segurança do Trabalho,Matriculado,C,Outro,38.0,0,5011,1,0,Relacionado(a),1,1,Logística Internacional,Pietra Montenegro,3.02,1,Ruim,Gestão de Cadeia de Suprimentos,Asafe Sampaio,6.32,13,Ruim,Gestão de Transportes,Rhavi Garcia,8.12,12,Ruim,Gestão de Estoques,Isabelly Aragão,8.32,3,Excelente,Transporte e Distribuição,Ana Lívia Garcia,8.95,1,Excelente,0
1836,Levi Fogaça,emanuellarodrigues@example.com,Zootecnia,Formado,C,Masculino,20.0,1,7727,1,0,Relacionado(a),1,2,Linguística,Liam Duarte,8.15,13,Ruim,Literatura Brasileira,Fernando Jesus,4.39,10,Ruim,Literatura Portuguesa,Pedro Henrique Silva,4.99,1,Ruim,Produção Textual,Maria Luísa Peixoto,2.74,5,Ruim,Gramática,Ágatha da Conceição,3.72,1,Ruim,0
1837,Dr. Lucas Aparecida,ceciliada-conceicao@example.org,Turismo,Formado,C,Outro,30.0,1,3941,0,0,Solteiro(a),2,2,Termodinâmica,Kamilly Machado,4.07,7,Ruim,Física Nuclear,Jade Nogueira,6.64,3,Regular,Óptica,Sr. Ravi Lopes,0.1,10,Ruim,Eletromagnetismo,Yasmin Sousa,9.36,1,Excelente,Mecânica,Danilo Gonçalves,8.08,7,Regular,0
1838,Srta. Maria Laura Martins,cunhaisabela@example.org,Engenharia Mecânica,Matriculado,D,Feminino,27.0,0,7036,0,0,Solteiro(a),1,4,Gestão de Processos,Isabel Aragão,2.03,11,Ruim,Gestão da Qualidade,Guilherme Ribeiro,0.66,15,Ruim,Planejamento de Produção,Noah Monteiro,4.92,7,Ruim,Logística,Maria Vitória Alves,5.42,13,Ruim,Gestão de Estoques,Mariane Aparecida,0.73,1,Ruim,0
1839,Lucas Gabriel Martins,zfonseca@example.com,Hotelaria,Trancado,B,Outro,37.0,1,-230,0,1,Casadoo,2,3,História,Bruno Guerra,6.99,14,Ruim,Português,Beatriz Azevedo,5.09,0,Regular,Química,Dr. Anthony Gabriel Gomes,4.26,4,Ruim,Geografia,Hellena Sales,4.95,9,Ruim,Sociologia,Hellena Aparecida,2.57,12,Ruim,1
1840,Sr. Pedro Lucas Pereira,maria-fernandaguerra@example.com,Gastronomia,Matriculado,C,Masculino,300.0,1,1103,0,0,Solteiro(a),1,4,Fotografia,Eduarda Pastor,6.13,6,Regular,Arte Digital,José Castro,1.25,13,Ruim,História da Arte,Dante Duarte,8.83,2,Excelente,Escultura,Noah Oliveira,4.13,2,Ruim,Pintura,Maria Cecília Brito,9.15,14,Ruim,0
1841,Dr. Nicolas Vargas,user@@site,Ciências Econômicas,Matriculado,A,Feminino,23.0,0,1772,1,0,Solteiro(a),2,2,Desenho Técnico,Srta. Julia Marques,2.38,7,Ruim,Mecânica dos Fluidos,Lucas Montenegro,9.67,15,Ruim,Termodinâmica,Murilo Viana,9.26,5,Bom,Resistência dos Materiais,Bento Lopes,2.23,15,Ruim,Sistemas Mecânicos,Heitor Cavalcanti,1.92,4,Ruim,0
1842,Miguel Câmara,luiz-gustavo43@example.com,Secretariado Executivo,Matriculado,C,Masculino,18.0,1,2851,1,0,Solteiro(a),1,1,Logística Internacional,Pietra Montenegro,1.48,8,Ruim,Gestão de Cadeia de Suprimentos,Asafe Sampaio,1.56,0,Ruim,Gestão de Transportes,Rhavi Garcia,9.0,4,Bom,Gestão de Estoques,Isabelly Aragão,7.24,10,Regular,Transporte e Distribuição,Ana Lívia Garcia,2.42,1,Ruim,0
1843,Maria Porto,da-rosaana@example.com,Biologia,Formado,B,Masculino,29.0,0,6337,0,1,Solteiro(a),1,4,Circuitos Elétricos,Benicio Ribeiro,0.43,8,Ruim,Cálculo,Heloisa Pacheco,0.2,8,Ruim,Física Aplicada,Raquel Oliveira,3.66,11,Ruim,Desenho Técnico,Elisa Moraes,4.82,15,Ruim,Mecânica,Liz Santos,0.81,3,Ruim,0
1844,Clara Castro,lorenzoramos@example.org,Administração,Matriculado,A,Outro,38.0,0,3648,1,1,Solteiro(a),2,4,Técnicas de Cozinha,Isabella Cavalcanti,4.39,10,Ruim,Nutrição Infantil,Dr. Yuri Jesus,2.35,3,Ruim,Nutrição Esportiva,Ana Vasconcelos,2.11,1,Ruim,Nutrição Clínica,Antonella Carvalho,0.01,12,Ruim,Psicologia da Alimentação,Vitor Guerra,0.41,4,Ruim,0
1845,Pietro Monteiro,vitor81@example.net,Geografia,Formado,A,Masculino,40.0,1,2063,0,0,Solteiro(a),2,1,Economia,Heloisa Campos,0.51,15,Ruim,Gestão de Pessoas,Sra. Ana Carolina Nunes,9.77,2,Excelente,Gestão Financeira,Heitor Cavalcante,8.2,14,Ruim,Marketing,Henrique da Conceição,1.29,4,Ruim,Administração Geral,Alícia Pacheco,5.02,10,Regular,0
1846,Sr. Luiz Henrique Borges,sampaiomaria-alice@example.net,Biologia,Trancado,C,Feminino,33.0,1,6558,0,0,Relacionado(a),2,4,Terapia Física,Mariane da Cunha,3.3,12,Ruim,Fisiologia,Mateus Moura,0.09,9,Ruim,Técnicas de Imagem,Enzo Camargo,3.39,11,Ruim,Reabilitação,Liam Guerra,7.83,13,Ruim,Anatomia,Sr. Dom Peixoto,5.15,11,Ruim,0
1847,Gabriel Macedo,ana-sophiacampos@example.org,Museologia,Trancado,B,Feminino,45.0,0,8594,1,0,Relacionado(a),1,3,Gestão de Marketing,Ana Sophia Martins,5.61,9,Regular,Marketing Digital,Maria Julia Oliveira,6.19,9,Regular,Comportamento do Consumidor,Pietro Câmara,3.34,7,Ruim,Pesquisa de Mercado,Enzo Gabriel Cassiano,8.61,5,Bom,Publicidade,Anthony Gabriel Gomes,7.84,13,Ruim,0
