aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
2515,Sara Porto,milenasiqueira@example.org,Administração,Concluso,C,Masculino,62,0,3022,0,1,Relacioname,1,3,Direitos Humanos,André Rios,7.15,10,Regular,Ética no Serviço Social,Mateus Sampaio,6.6,15,Ruim,Cultura e Sociedade,Ana Sophia Fernandes,5.49,9,Regular,Política Social,Nina Caldeira,7.59,10,Regular,Gestão Social,Sr. Bento Abreu,7.73,14,Ruim,1
2516,Daniela Vargas,da-cunhabella@example.com,Artes Visuais,Cancelado,D,Outro,21,1,8137,1,1,Solte,8,2,Direção Teatral,Ana Carolina Alves,8.66,5,Bom,Iluminação Teatral,Dra. Luiza Jesus,3.23,8,Ruim,Roteiro Teatral,Isabel Cavalcante,5.78,1,Regular,Cenografia,Isaac das Neves,4.38,2,Ruim,História do Teatro,Brenda Cirino,1.04,9,Ruim,1
2517,Renan da Mota,ana-beatriz28@example.net,Design Gráfico,Concluso,B,Masculino,41,1,5684,1,1,Casado(a),2,3,Gestão de Bibliotecas,Thomas Almeida,2.72,1,Ruim,Preservação de Documentos,Sra. Carolina Silveira,6.71,8,Regular,Leitura e Literatura,Theodoro Pereira,2.13,13,Ruim,Catalogação,Alana Pereira,8.8,5,Bom,Gestão da Informação,Fernando Correia,9.52,15,Ruim,1
2518,Dra. Luana da Conceição,vieiramirella@example.com,Sistemas de Informação,Matriculado,B,Outro,-13,0,-9239,1,0,Divorciado(a),7,4,Treinamento e Desenvolvimento,Guilherme Rocha,1.52,13,Ruim,Recrutamento e Seleção,Gael Henrique Viana,5.7,3,Regular,Desenvolvimento Organizacional,Matteo das Neves,8.84,0,Excelente,Gestão de Carreira,Henry Gabriel da Luz,7.79,15,Ruim,Gestão de Pessoas,Daniel Correia,8.28,8,Regular,1
2519,Kamilly Silveira,gda-mota@example.org,Música,Matriculado,D,Feminino,57,0,1174,0,0,Amasiado(a),5,1,Contabilidade Geral,Lara Viana,3.61,10,Ruim,Auditoria,Sra. Maya Cavalcante,9.47,10,Regular,Contabilidade de Custos,Luna Rocha,3.86,14,Ruim,Contabilidade Tributária,Davi Luiz Fonseca,5.48,12,Ruim,Análise Financeira,Dr. Rafael Vieira,3.74,3,Ruim,1
2520,Luigi Abreu,da-costajade@example.org,Teatro,Matriculado,C,Outro,22,0,1590,0,0,,2,3,Administração Pública,Bianca Alves,4.59,6,Ruim,Gestão de Pessoas,Melina Barros,9.4,12,Ruim,Finanças Públicas,Yuri Silva,7.2,11,Ruim,Gestão de Políticas Públicas,Ryan Marques,2.79,9,Ruim,Gestão de Projetos,Ana Lívia da Mata,3.78,13,Ruim,0
2521,Elisa Lopes,emanuelgarcia@example.org,Engenharia,Trancado,B,Feminino,48,0,5103,1,1,Casado(a),6,4,Psicologia Clínica,Benício Aragão,7.29,2,Bom,Desenvolvimento Humano,Ana Luiza Pimenta,7.15,14,Ruim,Técnicas de Reabilitação,Yuri da Luz,2.12,11,Ruim,Avaliação Terapêutica,Vitor Hugo Martins,4.78,11,Ruim,Fisioterapia,Sra. Eduarda da Rosa,3.07,10,Ruim,1
2522,Sr. Rafael da Mota,thiago64@example.net,Banco de Dados,Matriculado,C,Outro,-13,0,-2349234,1,1,Separado(a),6,4,Enfermagem Geral,Bernardo da Cunha,5.69,3,Regular,Psicologia da Saúde,Yago Guerra,8.26,10,Regular,Cuidado Intensivo,Anna Liz Duarte,9.15,14,Ruim,Anatomia e Fisiologia,Bárbara Caldeira,8.29,3,Excelente,Saúde Pública,Valentim Costa,3.6,13,Ruim,1
2523,Emanuel Campos,igor01@example.org,,Matriculado,B,Feminino,45,1,5550,0,1,Viúvo(a),1,2,Teologia Moral,Luísa Camargo,6.45,5,Regular,Teologia Sistemática,Dra. Isabela Vasconcelos,4.24,7,Ruim,Filosofia da Religião,Bella Aparecida,7.31,4,Bom,História da Igreja,Agatha Abreu,6.61,4,Regular,Exegese Bíblica,Caleb Guerra,7.39,14,Ruim,1
2524,Melina Cavalcanti,anthony52@example.org,Dança,Cancelado,A,Feminino,6676,1,8438,1,1,Divorciado(a),2,2,Bioquímica,Luara Moura,6.05,15,Ruim,Físico-Química,Henry Azevedo,3.77,14,Ruim,Química Orgânica,Sr. Ryan Dias,8.29,0,Excelente,Química Analítica,Luan Moraes,3.14,9,Ruim,Química Inorgânica,Caleb Aragão,8.26,8,Regular,1
2525,Pietra Pastor,davi-lucas02@example.net,Banco de Dados,Matriculado,B,Outro,60,0,9178,0,0,Amasiado(a),1,3,Teologia Sistemática,Srta. Ana da Rosa,6.56,1,Regular,Teologia Moral,Ian Costela,6.58,14,Ruim,Filosofia da Religião,Dr. Enzo Aparecida,5.2,10,Regular,Exegese Bíblica,Diego Ribeiro,6.91,14,Ruim,História da Igreja,Dr. Asafe Caldeira,0.17,6,Ruim,0
2526,Enzo Nogueira,luigisampaio@example.org,1233E,Matriculado,A,Feminino,numero,1,9324,1,0,Divorciado(a),7,4,Nutrição Animal,Sra. Cecilia Leão,2.87,10,Ruim,Medicina Veterinária,Aurora Oliveira,9.45,10,Regular,Produção Animal,Luana Albuquerque,4.96,3,Ruim,Genética Animal,Kaique Azevedo,4.7,1,Ruim,Fisiologia Animal,Théo Alves,0.78,10,Ruim,1
2527,Rhavi Rios,xda-mota@example.net,Dança,Concluso,C,Masculino,64,1,7521,0,1,,6,1,Design Digital,Maria da Mata,2.75,0,Ruim,Design de Interfaces,Pietra Rezende,1.46,14,Ruim,Design Editorial,João Lucas Novais,1.49,4,Ruim,Teoria do Design,Benjamin Pereira,6.53,9,Regular,Tipografia,Vicente Barros,5.6,8,Regular,1
2528,Dom Gonçalves,valentina93@example.com,Arquitetura e Urbanismo,Matriculado,D,Outro,40,0,5131,1,0,Solteiro(a),3,1,Cuidado Intensivo,Sra. Fernanda Farias,2.09,13,Ruim,Psicologia da Saúde,João Lucas da Paz,7.78,10,Regular,Saúde Pública,Sarah Cardoso,1.8,4,Ruim,Anatomia e Fisiologia,Raul Costela,1.03,9,Ruim,Enfermagem Geral,Lucas Gabriel Vargas,0.42,10,Ruim,0
2529,Fernanda Vieira,luiz-felipe69@example.org,Teologia,Cancelado,A,Feminino,-393,0,7030,1,0,Casado(a),8,2,Direitos Humanos,Evelyn Câmara,1.4,5,Ruim,Ética no Serviço Social,Yuri da Cruz,3.31,2,Ruim,Cultura e Sociedade,Olivia Ferreira,1.51,9,Ruim,Gestão Social,Maria Helena Cassiano,1.16,1,Ruim,Política Social,Miguel Vargas,3.41,14,Ruim,1
2530,Srta. Eloah Nogueira,maria-clara75@example.com,Geografia,Trancado,D,Feminino,50,1,10000000000,0,0,Viúvo(a),7,3,Desenvolvimento de Software,Dr. Otto Fonseca,7.55,4,Bom,Sistemas de Informação Empresarial,Srta. Marcela Montenegro,7.74,12,Ruim,Banco de Dados,Luiz Fernando Sá,4.76,0,Ruim,Análise de Sistemas,Fernando Cavalcante,6.99,3,Regular,Gestão de Projetos de TI,Yan Ramos,3.56,5,Ruim,1
2531,Ryan da Conceição,da-luzbenjamin@example.net,Letras,Cancelado,D,Feminino,35,0,4658,1,0,,5,3,Reabilitação Fonoaudiológica,Isabela Araújo,9.53,10,Regular,Fonologia,Henrique Dias,1.47,15,Ruim,Anatomia e Fisiologia,Ana Alves,2.67,9,Ruim,Audiologia,Maria Cecília Pires,7.95,0,Bom,Psicologia do Desenvolvimento,Valentina da Paz,6.16,8,Regular,1
2532,Luan Leão,moreiradavi-lucca@example.net,Banco de Dados,Cancelado,D,Outro,65,0,10000000000,0,0,Solteiro(a),8,3,Arte Digital,Miguel Souza,9.26,11,Ruim,Pintura,Ana Campos,9.1,6,Regular,Fotografia,Henrique Melo,6.61,5,Regular,História da Arte,Henry Fogaça,9.86,10,Regular,Escultura,Diego da Mota,4.18,8,Ruim,0
2533,Ravi das Neves,eda-paz@example.net,Sistemas de Informação,Matriculado,C,XXXXXXXXX,58,0,1189,0,0,Casado(a),5,1,Gestão de Relacionamento,Dante Oliveira,3.25,9,Ruim,Marketing e Vendas,Mateus Pacheco,5.52,5,Regular,Comportamento do Consumidor,Dr. Lucas da Cunha,2.1,14,Ruim,Gestão de Estoques,Lucas Silveira,1.79,6,Ruim,Gestão de Vendas,Isaque da Costa,1.51,0,Ruim,1
2534,Isis Sousa,da-rochaelisa@example.org,Computação,Concluso,B,Masculino,999,1,5664,0,0,Casado(a),3,1,Administração do Tempo,Emanuel Vasconcelos,1.17,13,Ruim,Comunicação Empresarial,Davi Miguel Melo,8.43,0,Excelente,Gestão de Pessoas,Lucas Gabriel Castro,8.17,9,Regular,Atendimento ao Cliente,Srta. Kamilly Costela,5.72,11,Ruim,Gestão de Escritórios,Mariane Melo,1.12,4,Ruim,0
2535,Dr. Vitor Fernandes,fsampaio@example.com,Engenharia Mecânica,Concluso,B,Outro,46,0,8205,1,1,Solteiro(a),3,4,Administração de Redes,Isis da Mota,2.6,12,Ruim,Arquitetura de Redes,Maria Isis Costa,7.35,14,Ruim,Protocolos de Comunicação,Vitória Cavalcante,7.83,9,Regular,Redes de Dados,Júlia Abreu,4.37,13,Ruim,Segurança em Redes,João Vitor Nascimento,3.3,14,Ruim,1
2536,Davi Lucas Vieira,nogueiravinicius@example.org,Dança,Cancelado,B,Masculino,37,0,5678,0,1,Relacioname,7,4,Treinamento e Desenvolvimento,Guilherme Rocha,9.27,11,Ruim,Recrutamento e Seleção,Gael Henrique Viana,7.79,13,Ruim,Desenvolvimento Organizacional,Matteo das Neves,3.67,15,Ruim,Gestão de Carreira,Henry Gabriel da Luz,5.77,7,Regular,Gestão de Pessoas,Daniel Correia,1.87,9,Ruim,1
2537,Sra. Rafaela Fernandes,camposdavi-luiz@example.org,WEWEO,Cancelado,D,Outro,49,1,6028,0,1,Separado(a),7,2,Cinesiologia,Luiz Otávio Farias,6.43,8,Regular,Fisiologia do Exercício,Yuri Vasconcelos,2.02,11,Ruim,Gestão do Esporte,Benjamin Monteiro,2.83,7,Ruim,Psicologia do Esporte,Pedro Henrique Cavalcante,9.77,15,Ruim,Nutrição Esportiva,Maitê da Cruz,5.34,8,Regular,1
2538,Daniel Garcia,liviacavalcanti@example.org,Fisioterapia,Cancelado,A,Outro,17,1,-9239,1,0,Solte,1,1,Psicopedagogia,Thales da Rocha,7.68,13,Ruim,Educação Infantil,Benjamim Rocha,6.65,6,Regular,Teoria da Educação,Brayan Correia,9.36,1,Excelente,Didática,Maria Isis Silveira,6.51,5,Regular,Gestão Escolar,Sr. Yuri Rezende,0.34,7,Ruim,1
2539,Vicente Novaes,levi62@example.net,,Matriculado,C,Masculinas,62,0,4708,1,0,Separado(a),2,3,Administração Pública,Bianca Alves,9.58,2,Excelente,Gestão de Pessoas,Melina Barros,5.01,10,Regular,Finanças Públicas,Yuri Silva,5.84,0,Regular,Gestão de Políticas Públicas,Ryan Marques,8.16,15,Ruim,Gestão de Projetos,Ana Lívia da Mata,9.93,3,Excelente,1
2540,Francisco Camargo,amanda47@example.com,$$$$$$$,Matriculado,D,Masculino,29,0,3474,0,1,Divorciado(a),3,2,Sistemas Operacionais,Mariane Garcia,9.44,8,Regular,Estruturas de Dados,Dra. Letícia Vargas,1.6,12,Ruim,Algoritmos,Renan Freitas,7.96,5,Bom,Banco de Dados,Ana Lívia Farias,1.79,8,Ruim,Programação,Luiz Otávio Mendes,9.6,10,Regular,0
2541,Lorenzo Rodrigues,tcamargo@example.net,Fonoaudiologia,Concluso,B,Feminino,-13,1,8567,1,1,Divorciado(a),6,2,Termodinâmica,Theo Peixoto,3.17,7,Ruim,Cinética Química,Nicole da Cunha,1.39,11,Ruim,Química Industrial,Dr. Cauê Pereira,4.77,12,Ruim,Processos Químicos,Igor Andrade,3.88,1,Ruim,Reatores Químicos,Alexandre Rodrigues,8.66,7,Regular,1
2542,Matheus Santos,camposnina@example.net,Odontologia,Matriculado,B,Outro,23,1,7378,1,0,Solteiro(a),1,2,Teologia Moral,Luísa Camargo,3.08,10,Ruim,Teologia Sistemática,Dra. Isabela Vasconcelos,9.52,11,Ruim,Filosofia da Religião,Bella Aparecida,0.86,8,Ruim,História da Igreja,Agatha Abreu,7.03,1,Bom,Exegese Bíblica,Caleb Guerra,7.17,6,Regular,0
2543,Dra. Olívia Silveira,vieiraantony@example.net,Psicologia,Trancado,B,Outro,68,0,2771,1,1,Casado(a),7,4,Treinamento e Desenvolvimento,Guilherme Rocha,3.93,8,Ruim,Recrutamento e Seleção,Gael Henrique Viana,0.63,13,Ruim,Desenvolvimento Organizacional,Matteo das Neves,7.22,5,Bom,Gestão de Carreira,Henry Gabriel da Luz,8.49,12,Ruim,Gestão de Pessoas,Daniel Correia,9.56,10,Regular,1
2544,Caleb Cardoso,wgarcia@example.net,Gastronomia,Trancado,D,Outro,39,1,1864,1,1,Solteiro(a),1,2,Segurança de Banco de Dados,Arthur Gabriel Silva,3.95,11,Ruim,SQL Avançado,Theo Rezende,9.86,3,Excelente,Administração de Banco de Dados,Emilly Peixoto,1.49,12,Ruim,Modelagem de Dados,Hellena Pimenta,1.26,8,Ruim,Sistemas de Informação,Isis das Neves,9.95,15,Ruim,1
2545,Henry Moura,dnovaes@example.com,Fonoaudiologia,Concluso,A,Outro,44,1,6764,1,1,Amasiado(a),2,3,Gestão de Eventos de Dança,Vinicius Cunha,3.02,14,Ruim,Técnicas de Dança,Sra. Lorena Sales,8.89,8,Regular,Coreografia,Ayla Novaes,3.0,12,Ruim,Dança Contemporânea,Maria Vitória Fernandes,0.81,3,Ruim,História da Dança,Otávio Pacheco,7.35,1,Bom,1
2546,Maria Isis Albuquerque,isabelmoura@example.org,Marketing,Cancelado,D,Feminino,31,1,0,0,0,XXXOXO0,4,2,Transporte e Distribuição,Dra. Luara Monteiro,8.48,3,Excelente,Gestão de Cadeia de Suprimentos,Giovanna Vasconcelos,5.16,3,Regular,Gestão de Transportes,Srta. Marina Dias,8.01,7,Regular,Logística Internacional,Enzo Gabriel da Mata,1.04,9,Ruim,Gestão de Estoques,Paulo Moraes,3.19,0,Ruim,1
2547,Juliana Fogaça,rochajuliana@example.org,Medicina,Trancado,B,Feminino,42,1,9313,0,1,Divorciado(a),5,4,Físico-Química,Ana Laura da Paz,6.5,6,Regular,Bioquímica,Liam Fonseca,1.98,15,Ruim,Química Inorgânica,Ana Julia Fogaça,10.0,3,Excelente,Química Analítica,Dr. Vinicius Leão,3.71,9,Ruim,Química Orgânica,Sra. Ayla Azevedo,6.52,1,Regular,1
2548,Gustavo da Rocha,stellamendes@example.com,Geografia,Concluso,A,Outro,33,0,3625,1,1,Casado(a),6,4,Sistemas Operacionais,Dra. Kamilly da Conceição,0.71,0,Ruim,Estruturas de Dados,Srta. Clarice Moraes,9.4,4,Bom,Algoritmos,Stephany da Rosa,6.76,13,Ruim,Banco de Dados,Ana Julia Guerra,5.54,0,Regular,Programação,Lorenzo da Mota,8.15,11,Ruim,1
2549,Breno Nogueira,rafaela06@example.com,Odontologia,Trancado,D,Feminino,28,0,6409,1,0,Casado(a),3,1,Cuidado Intensivo,Sra. Fernanda Farias,1.06,11,Ruim,Psicologia da Saúde,João Lucas da Paz,6.49,1,Regular,Saúde Pública,Sarah Cardoso,5.25,15,Ruim,Anatomia e Fisiologia,Raul Costela,9.62,15,Ruim,Enfermagem Geral,Lucas Gabriel Vargas,3.27,2,Ruim,0
2550,Henry Rezende,lunna15@example.net,WEWEO,Trancado,C,Outro,61,0,6040,1,1,XW0S2#$@43,6,3,Fotografia,Théo Carvalho,7.85,11,Ruim,Pintura,Dra. Maya Abreu,1.63,7,Ruim,História da Arte,Maria Clara Sales,1.17,3,Ruim,Arte Digital,Isis das Neves,9.62,4,Bom,Escultura,Sr. Gael Henrique Rodrigues,3.85,15,Ruim,1
2551,Théo Caldeira,maria-claraguerra@example.com,Engenharia,Concluso,A,Feminino,39,1,1267,0,1,XW0S2#$@43,4,3,Montagem de Cinema,Pietra Aparecida,5.43,7,Regular,Produção de Cinema,Fernanda da Costa,5.52,4,Regular,Roteiro de Cinema,Elisa Cunha,8.09,11,Ruim,História do Cinema,Marina Moreira,6.28,7,Regular,Direção de Cinema,Emanuella Gonçalves,8.18,15,Ruim,1
2552,Benicio da Rocha,henrique21@example.org,Engenharia Ambiental,Matriculado,C,Outro,26,1,0,0,0,Casado(a),2,1,Finanças Públicas,Nathan Aparecida,9.85,5,Bom,Gestão de Projetos,Gabriel Moreira,3.72,9,Ruim,Gestão de Políticas Públicas,Sr. Mateus Brito,9.74,10,Regular,Gestão de Pessoas,Joana Cunha,6.85,14,Ruim,Administração Pública,Diogo Novais,4.3,2,Ruim,0
2553,Gabriela Aparecida,emanuellagoncalves@example.com,Enfermagem,Cancelado,C,Outro,27,0,8760,1,0,Divorciado(a),8,4,Gestão de Estoques,Hadassa Brito,9.19,7,Regular,Gestão de Processos,Ravy Barbosa,2.05,11,Ruim,Gestão da Qualidade,Sr. Rhavi Cunha,8.9,10,Regular,Planejamento de Produção,Julia da Costa,9.2,5,Bom,Logística,Sra. Ana Lívia Camargo,9.72,7,Regular,0
2554,Murilo Ribeiro,mouraluiz-felipe@example.net,Engenharia Civil,Trancado,B,Feminino,36,1,9492,1,1,Viúvo(a),7,2,Psicologia da Saúde,Vitor Gabriel Costa,2.48,6,Ruim,Cuidado Intensivo,Lara Pinto,3.13,15,Ruim,Anatomia e Fisiologia,Luna Caldeira,0.29,9,Ruim,Saúde Pública,Raquel Oliveira,8.32,10,Regular,Enfermagem Geral,João Gabriel Lima,0.31,0,Ruim,1
2555,Maria Isis Araújo,novaisbrayan@example.org,Música,Concluso,A,Masculino,44,0,5873,1,0,Viúvo(a),7,1,Clínica Odontológica,Mateus Almeida,8.49,1,Excelente,Anatomia Dental,Sr. Caio Sales,4.11,14,Ruim,Radiologia Odontológica,Kevin Cavalcante,3.65,10,Ruim,Implantes,Maria Alice da Conceição,4.37,12,Ruim,Periodontia,Ágatha Sá,1.64,15,Ruim,1
2556,Luísa Leão,leticia31@example.net,Ciências Sociais,Matriculado,C,Outro,41,0,4188,1,1,Separado(a),2,3,Administração Pública,Bianca Alves,0.56,8,Ruim,Gestão de Pessoas,Melina Barros,1.75,7,Ruim,Finanças Públicas,Yuri Silva,3.65,4,Ruim,Gestão de Políticas Públicas,Ryan Marques,9.64,11,Ruim,Gestão de Projetos,Ana Lívia da Mata,0.7,11,Ruim,1
2557,Daniela Cunha,helena45@example.org,Gastronomia,Concluso,C,Outro,numero,1,4667,1,0,XXXOXO0,1,1,Circuitos Elétricos,Daniela Sá,2.25,14,Ruim,Desenho Técnico,Kamilly Fogaça,8.9,12,Ruim,Cálculo,Nicole Machado,9.64,3,Excelente,Física Aplicada,Bernardo Rodrigues,5.78,3,Regular,Mecânica,Dr. Nicolas Moraes,4.32,10,Ruim,1
2558,João Guilherme Carvalho,antony74@example.com,Zootecnia,Matriculado,D,Masculino,63,1,7123,1,1,Separado(a),3,2,Sistemas Operacionais,Mariane Garcia,5.39,9,Regular,Estruturas de Dados,Dra. Letícia Vargas,6.57,1,Regular,Algoritmos,Renan Freitas,1.77,0,Ruim,Banco de Dados,Ana Lívia Farias,7.55,6,Regular,Programação,Luiz Otávio Mendes,7.57,15,Ruim,1
2559,Lucas Gabriel Carvalho,gabrielly49@example.com,Gastronomia,Trancado,B,Feminino,69,1,3698,0,0,Separado(a),7,1,Comunicação e Mídia,Mirella Moura,4.35,3,Ruim,Edição de Vídeo,Dr. Bruno Pimenta,8.08,5,Bom,Produção de Conteúdo,Cauã Lima,2.22,4,Ruim,Redação Jornalística,Sr. Davi Lucca Santos,6.88,11,Ruim,Ética Jornalística,Maria Eduarda Mendonça,4.41,8,Ruim,1
2560,Maria Cecília da Cunha,otavio50@example.org,Estatística,Matriculado,B,Feminino,65,0,0,0,0,Divorciado(a),2,4,Algoritmos,Maria Júlia Pires,0.75,10,Ruim,Sistemas Distribuídos,André Gonçalves,9.4,10,Regular,Redes de Computadores,Liam Campos,8.25,0,Excelente,Estruturas de Dados,Ana Beatriz Novaes,5.97,4,Regular,Inteligência Artificial,Luiz Otávio Alves,4.18,6,Ruim,0
2561,Vitor Gabriel Guerra,qpereira@example.net,Psicologia,Cancelado,B,Feminino,35,1,3636,0,1,Casado(a),2,1,Cirurgia Veterinária,Amanda Cassiano,0.54,15,Ruim,Anatomia Veterinária,Maria Cecília Lopes,3.17,4,Ruim,Microbiologia Veterinária,Dr. Calebe Duarte,6.57,14,Ruim,Farmacologia Veterinária,Davi Miguel Peixoto,0.67,2,Ruim,Clínica Veterinária,Daniela Silva,3.39,14,Ruim,1
2562,Sr. Antony Mendonça,josuecavalcante@example.net,Pedagogia,Matriculado,D,Masculino,34,0,-2349234,1,1,Casado(a),7,1,Técnicas de Reabilitação,Dr. Guilherme Machado,0.79,7,Ruim,Avaliação Terapêutica,Dr. Danilo Nascimento,7.54,14,Ruim,Desenvolvimento Humano,Ana Luiza da Mata,3.32,0,Ruim,Fisioterapia,Olivia Fogaça,1.13,11,Ruim,Psicologia Clínica,Henrique Lima,3.58,11,Ruim,1
2563,Sr. Noah da Mata,camposbella@example.com,Fisioterapia,Trancado,C,Masculino,41,0,1795,0,1,Separado(a),2,3,Administração Pública,Bianca Alves,1.81,1,Ruim,Gestão de Pessoas,Melina Barros,7.2,1,Bom,Finanças Públicas,Yuri Silva,7.93,4,Bom,Gestão de Políticas Públicas,Ryan Marques,3.12,9,Ruim,Gestão de Projetos,Ana Lívia da Mata,8.11,3,Excelente,1
2564,Milena Pereira,aduarte@example.org,Biblioteconomia,Concluso,B,????,25,1,3365,1,1,Separado(a),7,4,Treinamento e Desenvolvimento,Guilherme Rocha,5.64,3,Regular,Recrutamento e Seleção,Gael Henrique Viana,4.69,1,Ruim,Desenvolvimento Organizacional,Matteo das Neves,3.22,8,Ruim,Gestão de Carreira,Henry Gabriel da Luz,1.24,2,Ruim,Gestão de Pessoas,Daniel Correia,4.76,13,Ruim,1
2565,Julia Albuquerque,siqueiramilena@example.org,Serviço Social,Cancelado,B,Masculino,45,0,7623,0,1,Divorciado(a),1,4,Anatomia,Davi Lucca Ramos,7.89,11,Ruim,Fisiologia,Allana Teixeira,8.89,12,Ruim,Patologia,Dr. Valentim Rocha,8.21,11,Ruim,Clínica Médica,Enzo Pires,4.44,12,Ruim,Farmacologia,Sr. Bryan Moraes,9.34,15,Ruim,1
2566,Evelyn Barbosa,gfernandes@example.org,Jogos Digitais,Matriculado,A,902334,60,1,0,0,0,naoencontrado,6,2,Gestão de Políticas Públicas,Dra. Camila Cavalcante,0.61,14,Ruim,Gestão de Projetos,Isaac da Paz,9.26,6,Regular,Gestão de Pessoas,Srta. Hellena Cavalcante,9.53,12,Ruim,Administração Pública,Joana Fonseca,6.22,6,Regular,Finanças Públicas,Luiz Felipe Jesus,9.08,9,Regular,0
2567,Léo Rocha,brenocastro@example.org,Dança,Concluso,B,Outro,58,0,4123,1,1,Amasiado(a),3,2,Gestão de Processos,Clara das Neves,6.97,2,Regular,Microbiologia de Alimentos,Caleb Viana,6.03,12,Ruim,Higiene e Sanidade,Thomas Almeida,9.88,7,Regular,Química de Alimentos,Lorena Melo,3.22,3,Ruim,Tecnologia de Alimentos,Fernando Souza,0.13,12,Ruim,1
2568,Lucca Rocha,gribeiro@example.net,Engenharia Elétrica,Cancelado,C,Feminino,28,1,5592,0,0,Separado(a),3,4,Inteligência Artificial para Jogos,Isabela Rezende,8.25,0,Excelente,Realidade Virtual,Dra. Maria Clara Macedo,3.85,0,Ruim,Programação de Jogos,Anna Liz Sales,3.99,14,Ruim,Gráficos de Computação,Oliver Pinto,5.69,8,Regular,Design de Jogos,João da Mota,3.1,6,Ruim,0
2569,Dr. Erick Fogaça,maria-isisporto@example.net,Redes de Computadores,Cancelado,A,Feminino,68,0,2117,0,0,Separado(a),5,3,Geografia Humana,Ester Novaes,8.02,3,Excelente,Cartografia,José Pedro Nascimento,1.98,12,Ruim,Geopolítica,Stella Marques,4.24,15,Ruim,Planejamento Urbano,Henrique Aragão,1.71,10,Ruim,Geografia Física,Ágatha Cassiano,3.86,14,Ruim,0
2570,Nicole Pacheco,cmoreira@example.net,Recursos Humanos,Trancado,B,Feminino,68,1,7358,0,1,Casado(a),5,2,Teoria Arquivística,Oliver Rocha,8.83,9,Regular,Documentação Digital,Sr. Benício Siqueira,3.33,5,Ruim,Preservação de Documentos,Isabelly Santos,8.26,5,Bom,Gestão de Arquivos,Benjamin da Costa,1.33,3,Ruim,Arquivos Públicos,Sra. Clara Freitas,8.17,8,Regular,1
2571,Lorenzo Peixoto,andrefernandes@example.org,Música,Trancado,B,Outro,36,0,8702,1,0,Solteiro(a),2,3,Gestão de Bibliotecas,Thomas Almeida,1.17,13,Ruim,Preservação de Documentos,Sra. Carolina Silveira,7.32,11,Ruim,Leitura e Literatura,Theodoro Pereira,4.61,5,Ruim,Catalogação,Alana Pereira,0.55,4,Ruim,Gestão da Informação,Fernando Correia,3.27,2,Ruim,0
2572,Gabrielly Sousa,fernandasantos@example.org,Design Gráfico,Concluso,C,Masculino,65,0,3796,1,0,Solteiro(a),3,2,Psicologia do Desenvolvimento,Henry Gabriel Souza,2.01,10,Ruim,Psicopatologia,Calebe da Conceição,5.74,7,Regular,Teorias da Personalidade,Vitor Garcia,7.75,5,Bom,Psicologia Social,Cauê Oliveira,2.91,11,Ruim,Psicologia Geral,Joana Castro,0.82,13,Ruim,0
2573,Theodoro da Paz,guilhermesiqueira@example.org,Marketing,Concluso,C,Masculino,-5,1,5252,1,1,Viúvo(a),8,1,Clínica Veterinária,Benício Cirino,2.82,11,Ruim,Anatomia Veterinária,Júlia Abreu,8.98,7,Regular,Cirurgia Veterinária,Lorena Pimenta,6.32,5,Regular,Microbiologia Veterinária,Lorenzo Caldeira,0.21,1,Ruim,Farmacologia Veterinária,Thales Ferreira,9.21,13,Ruim,1
2574,Gabriela Montenegro,stellada-costa@example.org,concluido,Cancelado,B,Feminino,38,1,7573,1,1,Separado(a),6,3,Economia,Juliana Monteiro,5.36,15,Ruim,Administração Geral,Juliana Rodrigues,8.74,9,Regular,Gestão Financeira,João Pedro Macedo,7.35,4,Bom,Gestão de Pessoas,Sara Lopes,6.43,11,Ruim,Marketing,Alexia Silva,6.73,4,Regular,1
2575,Caio Barros,ana-clarada-cruz@example.org,Turismo,Cancelado,C,Outro,51,1,10000000000,1,1,Separado(a),2,1,Finanças Públicas,Nathan Aparecida,3.26,15,Ruim,Gestão de Projetos,Gabriel Moreira,3.36,10,Ruim,Gestão de Políticas Públicas,Sr. Mateus Brito,8.94,6,Regular,Gestão de Pessoas,Joana Cunha,9.4,2,Excelente,Administração Pública,Diogo Novais,0.62,0,Ruim,1
2576,Emilly Cunha,freitasjuan@example.com,Administração,Cancelado,A,Masculino,36,0,8673,0,1,Solteiro(a),4,4,Farmacologia,Valentina Garcia,7.99,15,Ruim,Microbiologia,Dra. Mirella Rios,0.86,7,Ruim,Imunologia,Matheus Almeida,0.3,12,Ruim,Genética,Maria Alice Moura,1.43,7,Ruim,Biologia Molecular,Ana Clara Alves,4.96,3,Ruim,0
